	SRR1568666	SRR1568530	SRR1568603	SRR1568721	SRR1568671	SRR1568676	SRR1568385	SRR1568580	SRR1568678	SRR1568646	SRR1568699	SRR1568433	SRR1568636	SRR1568598	SRR1568557	SRR1568543	SRR1568492	SRR1568592	SRR1568534	SRR1568464	SRR1568475	SRR1568650	SRR1568713	SRR1568460	SRR1568707	SRR1568723	SRR1568742	SRR1568538	SRR1568709	SRR1568615	SRR1568545	SRR1568686	SRR1568483	SRR1568748	SRR1568732	SRR1568416	SRR1568600	SRR1568448	SRR1568643	SRR1568498	SRR1568371	SRR1568470	SRR1568481	SRR1568688	SRR1568407	SRR1568394	SRR1568515	SRR1568381	SRR1568611	SRR1568455	SRR1568656	SRR1568525	SRR1568409	SRR1568584	SRR1568485	SRR1568728	SRR1568562	SRR1568652	SRR1568507	SRR1568634	SRR1568462	SRR1568414	SRR1568551	SRR1568648	SRR1568756	SRR1568449	SRR1568633	SRR1568547	SRR1568387	SRR1568705	SRR1568369	SRR1568506	SRR1568734	SRR1568528	SRR1568468	SRR1568590	SRR1568553	SRR1568570	SRR1568594	SRR1568541	SRR1568674	SRR1568500	SRR1568660	SRR1568698	SRR1568682	SRR1568744	SRR1568560	SRR1568490	SRR1568750	SRR1568623	SRR1568627	SRR1568579	SRR1568437	SRR1568669	SRR1568613	SRR1568654	SRR1568523
NM_22	84.6309775748926	190.671746648282	953.7998113882601	553.151166630984	267.259075951059	568.885870381445	520.144302963261	580.9935066507541	309.390916481078	502.68760422987503	457.73433717548795	264.349225541341	359.24104741753797	44.866269093319104	162.213203447429	501.48296578112	668.2689929360849	395.055257326232	97.7931572673013	582.82557332745	350.1984063245269	637.287594761584	394.1488637313269	106.07742447444299	266.57891673728903	134.143134501393	568.704450241101	307.335703200499	583.638941097463	342.524877221496	34.389011288610895	501.731333429691	805.206715118722	182.098803609137	289.88140021262	529.997352274086	511.92366519914003	328.22023797665	884.0654201515781	373.483946708794	142.630344489175	9.15699853241467	28.6723065351023	97.86466645812142	252.012371966495	288.860172860447	77.4190470764057	361.72361039291496	770.969257526386	326.793379495964	222.736984021967	426.279711836777	792.056478305455	279.282826727941	354.047865099475	496.294484090521	316.195414747491	323.713100226619	616.315699856652	198.96581318944698	259.669067694874	189.926951722999	304.107965094758	740.0670051987262	595.64831124691	650.747223338679	487.195774432774	378.564118266483	181.51834163890598	792.8849787538229	813.221807435514	48.8473805198075	359.399181612358	322.88387522564	174.888158554376	347.327480904553	282.634311514781	77.36807828518029	1041.62818395068	477.015955832321	727.576618479818	494.64429786931197	80.94682721515241	156.929526007717	1028.4094124657304	256.662878589553	700.131973211141	425.27295407318604	260.804361637453	476.116268715977	165.033322245514	526.440355320166	558.705829371558	664.910466402622	197.74275131019695	131.79325866955298	48.236288271923286
NM_7	241.288319043311	644.584337549789	65.3101154730906	765.1279773399208	275.90569311418204	630.215573879816	366.936180182678	326.808847491049	631.21965875034	595.454875042013	561.6768312308529	492.878772825048	730.357831939789	542.197455314179	558.583541578384	238.102481313963	375.180459993558	65.5921910136075	475.69385785023	59.983584351673095	473.16883907970396	401.45710514927595	337.309429481656	161.42216767850002	216.51714833591998	1092.47078182915	262.956038061316	403.94417571932	147.191251142522	255.265687967351	308.48966008901	14.4383117533724	141.84988763749502	316.584617283776	247.78641140286598	378.48465627644896	380.2706078365551	627.774952985907	9.1234821481071	444.47676302534205	126.862165701427	490.2516137354309	40.4785504024974	210.168382065802	1213.3404650297	164.83433686773398	496.980334458217	513.050185016006	68.64794758796579	208.341280501283	859.128366941873	189.948472631932	410.020020259506	199.90011112051602	621.69119169253	161.564982299919	222.627383852825	581.132014350184	316.815770789996	390.9093035604429	728.895628617191	378.953775712713	591.354498461489	179.944778379666	71.78148826150479	856.7885605435381	148.78433829982902	507.883831659705	994.720512181206	1079.23624446204	954.2138235853239	419.326214592114	104.873859552459	235.953601126429	266.689916200859	287.820325085242	553.135331878676	233.083577618644	1042.75305239987	648.741699931957	752.599094776743	512.483928284271	458.471945739603	232.66771423537998	927.978805779625	404.59172979634	559.642426216182	298.476532410205	470.037239335296	21.427845244078	75.1226950723307	552.069688408122	85.1213867463593	296.993341659838	167.253780843867	198.09416180392898	457.2800128178329
NM_13	422.254558325794	442.52920304190803	733.3781716665802	335.758889955031	221.667821818232	361.63376890419	394.19741199417	147.126588429878	545.709606456574	182.36301099821998	341.52533761048403	107.45903477290301	687.308284935208	387.82707182360605	172.393948433669	9.785033478656	400.282950083543	365.0130324345031	598.6338269862661	151.301876946757	375.59447395874804	359.880053512424	583.3030465622	771.136755309864	478.715660338089	372.87244166489	149.463219747116	516.2515250224491	628.308922787483	42.3272186680556	608.887788110111	240.93932738440202	428.052896223735	155.368703996787	915.566006612135	374.325484229455	307.915828376953	351.869294424749	260.019241221052	352.649098441981	34.4032991732683	326.130024654461	688.9786599758411	373.00876969693803	244.93337275395302	748.956016059221	578.7698116115171	276.104627382482	922.7868339228488	477.168739212615	924.9619582784152	510.9466666920951	934.4076426092	331.96408344923196	73.05749597290749	100.253142863027	853.942718739823	175.609067443199	103.25372286880399	385.642561446604	383.581324559797	181.825802123439	331.808888647943	608.636750401813	5.52165294319267	742.607319509178	484.278434466111	544.358622616767	102.68751898429501	524.787180182386	263.101172993843	179.529982949422	366.469329447356	423.78508623365195	397.420267279712	480.307757684443	688.742703565061	715.899559828694	221.59908449058705	630.367752003601	369.562726846892	581.4097730693389	573.430044893895	97.5507864372297	368.245557849058	275.62811592375704	656.13249970173	354.581143765506	39.783716181984296	4.703673346261031	529.407969210519	33.9415492245897	560.253490948765	687.0741486160421	476.499052716642	374.357538429467	259.028868020228
NM_15	41.415159238777214	43.3991662147209	798.6882871396698	642.119536089115	475.56394397173796	480.063541176907	136.306159057458	187.821176718994	17.8793745705145	478.108241877941	274.38236008403703	262.200044845883	587.848986683244	554.3645791360959	542.973065932815	764.048030791722	270.021379886865	489.688265735177	367.422862304289	2.6858321351495404	628.886832731641	560.949401592282	218.971590961848	292.404726594769	132.663686263627	422.891915546766	250.552451360311	589.9154853180502	377.864107410654	142.610167512372	227.57433940992505	305.009335789992	507.321951079982	273.148205413706	919.392823776658	572.7774076145951	158.854102272209	495.91354733589895	785.531812952021	610.383888112926	52.3216841593455	288.093261519815	511.041698831529	249.47468252848998	94.8585894480628	97.62033542652227	82.41382430714151	301.325723152997	274.591790351863	22.682316828768702	337.94576886091596	591.932449597182	99.76748267441981	125.56902286992701	120.123382801607	136.708831176855	24.7363759836473	306.786925051371	542.563040664649	569.3933418627411	204.090776012814	408.65799091109596	478.74422227788597	276.091743298214	534.91012887179	544.292532449502	352.414667972929	105.555834436348	300.80182328733	206.492346984809	221.55888252113098	45.041091128653704	543.812204308536	686.128234854484	454.941621754407	199.774023107689	350.4379973579741	838.317405216637	164.230793581856	84.8028365924127	192.480586899423	51.0862143701093	365.961286065143	535.6204671460321	806.123003000483	82.1826951148815	423.012482160645	68.447625853468	708.0028009423511	367.93178175197403	548.33652229961	18.009801629374106	388.46305587884	308.518456410816	629.815018490187	391.3370380126609	464.033093175902
NM_10	523.991797325399	668.0625750102121	401.3850846783689	286.246058256593	124.982920812407	358.814012421506	171.745760412398	284.862118023807	265.081162110672	257.686863367049	290.52249891251	10.745903477290303	421.588667217276	657.0246863835209	391.61932380404295	520.237613281877	587.533957241268	132.686493271801	27.2423795244625	288.279315839384	432.40146735108596	497.561437621344	496.646204181554	373.577016627386	528.151656634441	189.846639506209	529.012972797883	414.812628877687	24.8980225813222	423.923374660065	879.9541123850439	71.2891642822763	120.989610043746	218.01737496323295	672.563116664923	202.01692799684898	402.031443764255	477.280957407094	657.803062878522	300.9478082984091	643.628388699894	159.190897563517	680.545628641987	471.675605552257	765.9477147970441	664.938514257705	244.744084306057	334.511375482622	1104.9679255986	319.232607219707	673.6970846772799	580.888933746489	127.751044887977	617.0201985849859	425.70040922674895	538.54994099973	300.06299562772097	520.479886638878	611.826407558008	325.95281748977	258.757948159103	129.618393592947	267.374131687272	492.20189380320505	519.7255832780098	130.492846896411	575.882909419339	86.7657906099822	1011.31647484533	924.0817737994197	497.248628385492	550.008817021729	355.27492870861	753.6544299136922	463.07595471042396	386.796512825525	665.189844272163	341.790624323138	811.0301518665649	187.272930808245	444.63015573766603	434.638268291723	178.219064961092	270.839761102122	954.760300895921	1197.33865036604	768.832905532851	926.848179589583	592.3353298206559	122.818137374594	423.526375368415	126.76129608367201	249.173513930252	869.702890054629	535.734766765511	755.9920052517308	46.789199623765604
NM_19	17.1062614247123	197.786364060531	310.22304849718	96.70474941101128	369.446369697053	489.22774974562896	354.396013549392	127.71840016891599	666.978407891369	719.144569458196	408.668315136931	217.78364380641602	664.299044294828	421.2866623338781	632.56362181173	162.26847185437902	80.73503569481629	125.175937048869	496.649534407509	878.2671081939	576.089744755233	387.82528494047205	295.378699297472	731.4730226802901	324.77572250388	11.368062245880802	470.0959359681069	220.99188088680302	712.5228226948959	246.80024423374002	311.52398461447495	711.086853853591	778.505559798723	584.7209290201661	337.71661476915796	8.31834409398789	137.637287242702	64.49742667663429	228.99940191748797	47.07132386205879	392.770998894813	514.200686820208	129.868682541346	535.046987930877	1237.40906235234	692.1441815077202	588.135018919146	200.441340070936	217.825218307969	317.552435602762	118.500464405776	573.526589846026	211.701731528647	436.6049358408381	634.335758303225	111.85268005379	814.149418244391	117.072711628799	346.31683446679705	402.027981356324	261.491306766417	127.818138126378	14.4526557668796	352.83289878365997	527.3178560749	312.496028094036	185.542821879787	281.850657395484	376.5209029424169	856.7721137325481	323.526322772333	626.134604844805	425.976407058582	237.50592744962898	368.36907815107804	278.712086949633	503.174721257376	935.2723387638879	699.668175396676	565.352243949418	165.533304733504	524.647312658106	231.27664918615002	376.267319115029	226.303633732694	949.526215865785	176.76981462552502	968.365591992506	624.014955669273	354.34339208499705	561.941419832395	252.137222811238	424.8331029431929	96.6336544505143	627.201678164501	644.41243656217	461.1389158795871
NM_28	90.0329548669071	317.3119365863201	149.669014625833	462.635521182278	11.004785480337699	481.4734194182489	521.234752235721	343.712753395758	339.708116839776	150.64770473766	303.434609975289	479.98368865229895	302.089062601112	583.261498213149	392.97675646887495	587.10200871936	414.530309323805	464.653078325403	516.906688412878	811.121304815161	190.470507256661	379.64619281519	264.629497162404	530.387122372215	373.585946695215	235.318888489733	474.4371913134591	274.730343725397	544.095022880069	56.002166237735096	684.745901246753	485.488232707147	277.02448644499003	823.621194305548	43.0516931008841	587.037426061431	396.59123478233	596.242877721775	717.105696841218	486.918120605887	445.0926830541581	366.98432579907995	371.053378689559	479.697299524234	219.448975588802	131.227336147128	433.921271920177	0.663713046592505	768.3289518499249	450.285993341482	103.139293093916	573.526589846026	425.836816293255	484.234565205293	701.0709709707851	304.902120442924	419.442897114019	524.006173133722	155.20124803882402	440.650756857804	762.607051440736	177.32516345701802	116.82563411561001	676.5570834176672	578.393145799433	669.634345915791	358.832815899588	465.3299088764649	467.798697595124	36.5069342735573	89.3788673806834	39.9660386071152	473.699904944813	223.53499054082695	579.8617350075331	392.86867158259804	680.178027458552	363.336165111416	44.994737967631906	682.662834568922	202.104616244394	508.429466826326	80.2666017763696	553.797632320671	354.85481029091005	504.4753130898111	190.664385207444	359.06951267393	689.584413821062	192.327976824895	30.758898769773197	455.786518158776	618.2908000940099	134.755187857598	599.326048023857	117.239401883958	402.77300707055997
NM_5	48.6177956281298	32.7272400963469	336.074969205279	719.483335617924	649.282343339927	620.346426190423	86.6907171605436	476.439718277181	111.940432093656	467.007884686745	122.66505509639299	672.6935576783719	170.713720880235	402.27553136213305	481.209879682958	709.41492720256	402.31828711786596	353.496846226007	280.10754331562697	229.19100886609402	32.7475608967592	141.08933916112102	655.051184877359	90.3964138999602	203.37593413056095	54.5666987802279	106.670845628647	342.960077441814	485.511440335782	591.278685393762	450.091471277408	702.965303492319	662.522416377477	447.72916850687005	567.325644640539	10.695013835127302	238.825174306506	146.910805207889	614.0103485676069	642.021991036605	317.513781953288	558.576910477295	810.414311183333	370.602261505345	886.2907014102582	793.765350353362	274.712747690472	647.783933474284	311.556069822307	443.5653068736991	719.7805986128592	639.787684950188	804.223244485262	664.649827949441	436.940023991812	266.789355387559	732.411828037556	655.889288040863	340.544887225684	545.400405566366	493.82678838814695	15.302171465834	308.323323026764	327.252513621844	670.190625980011	117.61526332110701	207.13113763309602	205.58518539435295	830.835380872936	934.3493490638581	1243.75099960726	11.4188681734615	298.713746028632	625.587508249677	336.993793892153	98.3689718645763	231.24625487573	512.196265103156	889.770943309921	667.82233816525	903.6963554927901	778.456599925475	178.219064961092	410.803932946843	962.794749430809	1124.00639934046	436.13513215467987	445.4706141610949	576.127149153921	384.133323277984	436.539755617166	157.239421917997	251.49500629606098	72.69687766002	272.65850731317903	245.798470156712	182.81553255058896
NM_30	216.07909168057705	531.461920695025	69.3919976901587	635.93043212681	483.42450502912203	396.88072493773694	221.906426945542	454.527247659965	435.32390258644097	709.629977580028	461.607970494322	169.068881376034	8.16456925948951	50.1893857654078	83.48210888717041	178.576860985472	508.155812902667	420.59114848420097	342.974572987464	660.714705246787	190.470507256661	348.974597345381	158.404980695805	275.80130363355204	410.506500891224	538.8461504547499	403.736747117728	358.658954226122	588.765004570089	599.744129127373	438.965614684034	73.0939532514479	272.01801982249003	45.1070430958414	5.74022574678455	462.262264651613	535.316563821417	620.608572244059	848.48383977396	54.7879343312487	389.187321897597	295.13710654475	375.26989435648596	776.4999764873891	835.3219070799561	537.7120115296971	438.916049150913	372.343019138395	80.52932313203691	541.85534646503	95.4587074379859	319.525725280071	801.7898912492999	641.55667431819	542.311412414275	449.8963353274669	343.082779947108	243.31376814419102	49.3822152850803	474.591983813651	324.35855473465	728.203336227042	471.51789439444605	260.214262852949	51.7654963424313	456.724964137437	455.105034799478	500.69940313785895	280.056869957169	799.730028930115	83.08458094542401	76.7601693882689	59.5070776112265	682.247419046484	312.00977124152803	394.083103334012	382.555532757381	131.231930255875	1066.37528983288	106.00354574051599	25.9848792314221	367.334208089833	2.04067631634838	355.66653191710503	368.245557849058	122.64186809451598	219.997367547051	1119.84804265182	453.092323183711	172.468022696238	534.140107482792	619.260102179248	354.4145011802961	352.845820837658	172.480461495238	494.022583111024	388.3021205889831
NM_1	766.180445917379	463.16159353743103	137.42336797462798	399.9708435639431	225.598102346924	97.2815986525891	504.332788512596	399.433035822393	415.889799792404	199.013546785013	613.970881035105	215.634463110958	415.65079866492005	473.757383815895	365.14938683981796	544.7001969785168	545.470325198591	451.634780872321	47.499533529832	472.706455786319	357.549899587065	551.407127446119	484.532882128345	258.2754682856	551.930996625091	560.4454687219239	387.612084406421	237.29456062435398	19.039664326893398	367.9212084223301	869.839697300159	375.3961055876831	390.504396554986	406.798703475458	379.811603578911	43.374222775794	342.189144963081	45.148198673643996	46.5297589553462	236.899941404132	344.032991732683	378.254477838975	17.709365801092602	5.61518578038401	38.2265957477268	50.4105010809091	148.594622614392	427.43120200557297	484.49609163045096	2.52025742541874	153.611713118598	27.976906821757396	332.15271670873904	578.05050183225	435.53507214617895	253.532741455258	382.87608044254	389.302029030706	438.66799032461	399.10201351530196	12.7556735008008	422.159906910362	241.47979010494598	725.9536892473799	241.572316264679	509.952309582025	533.873213899388	498.488809746522	302.876318620346	290.91463249241	1063.73440755884	244.23690259903802	575.627869566023	435.427533657653	532.7988086191459	415.335658983766	328.312584082827	367.2535361638311	430.824616040075	335.677894844967	704.4789480518871	340.574762467395	627.167854557735	132.087400269044	502.153033430533	335.052526237594	206.102796965132	600.319341501727	37.5735097274297	489.70465838295405	207.03104941193504	329.025222075104	174.885758224338	501.785765311845	52.2668065137084	410.74218039345396	466.927270472218
NM_23	443.862467493852	695.098121176759	1076.25627790031	757.3915973870401	712.166831799	231.22003158006697	211.001934220946	150.883011964258	332.711839833923	740.5524011840739	397.0474151804309	210.61970815489	695.472854194697	412.92176470631006	654.9612607814589	402.817211538005	299.194544045496	181.254756846763	206.76267536515098	333.043184758543	259.307216896787	591.620997062091	454.71547399737	8.30171148060858	75.0926526020532	119.36465358174802	408.69818179813	457.68263855791395	202.845654559595	472.111285143697	667.551395602447	328.471592389222	301.22240845373904	294.866411348741	943.3104310549272	281.635364325019	524.436145857567	163.39348091413999	263.66863408029496	190.600278588992	341.16605013491	169.052280598425	589.468890236368	535.849157328074	1248.7354610924099	337.670340573708	31.841704845941	139.379739784426	690.439934394349	44.52454784906449	173.361790519561	371.79836697335503	528.0376522036361	363.717169692202	701.0709709707851	642.945775716601	269.949146604151	483.10124979353895	286.03205217072497	255.72958930526002	607.7167303595829	802.9139380896429	543.178979238557	602.462174673099	340.962069242148	70.39745687832671	487.77924242610703	18.7900438263656	494.767136924333	344.534192206697	1057.44012112358	416.154306766152	311.086504739877	206.459400985625	421.823266147764	376.47384293850195	378.986917713002	918.623511791128	661.422648124189	378.78600344611	379.186756191863	165.422027484163	504.72727557683197	604.087789303839	861.0250679888879	948.261866710172	319.575123384137	713.650656439436	453.829058668562	194.94112868392898	290.434986460743	40.175711327065294	533.16941334765	1.77309457707366	536.605880207406	350.909658052675	56.9188201608695
NM_6	832.8048325188901	19.209467013073198	993.2580061532532	181.80492889270096	538.448432430811	242.499057510802	234.44659357882801	340.58240045044204	424.44080502178	1.585765313028	220.797099173508	194.142656156378	607.1470594784021	251.707374065909	512.430830974095	69.3106538071466	229.31463920040298	234.329354155483	80.33009346956891	469.125346272787	624.876927315711	233.785716580988	572.121518513085	600.490463764021	28.785516830787106	143.237584298098	235.668147319104	170.272432814422	647.348587114376	82.7008733975856	757.5696898579289	678.600652408503	175.22633178749405	572.191194826877	353.02388342725	26.143367152533397	156.13399778124702	310.30428612202996	312.935437680073	39.354713392868796	346.8999333304551	47.89814616955361	10.9629407340097	547.079528888842	719.226319994267	340.07084062518	232.25714122921696	144.025731110574	364.362183351511	584.699722697148	707.711106867826	184.058597511562	626.588458260075	650.216606929909	193.88335469733101	797.053912679601	867.924148643624	232.029651360692	183.41965677315602	211.84007168994	348.0476626647091	217.830911454814	102.37297834873002	572.471378276488	507.99207077372597	317.647061524157	196.62871375310797	522.252688703396	208.486780968115	362.78765934347604	205.19373778945598	306.4062959878829	91.9119218549638	191.712300915223	250.421250288824	586.570535933214	633.072308872755	47.9877953920739	1032.62923635715	533.551180227263	278.134448069666	151.63685852715	317.66527991156397	17.571259668817802	141.941924116364	486.774424911221	456.205067439674	1005.394635487	521.608723274906	481.865202805852	52.6450382790349	360.196032587482	109.883971981664	570.936453817718	10.4533613027417	740.629600866936	470.78617353397203
NM_26	348.42753533493	44.8220896971708	673.510565816247	241.37505452988398	668.147689877649	556.1969662093679	290.059506474272	366.877365191101	425.99553324530297	367.104669965981	32.9258832100845	651.201750723791	512.141162640705	223.57090022772599	192.75543840614898	208.747380877995	310.049674895219	355.4996612187889	189.29961156741902	470.9159010295529	387.6241902065369	577.307585842847	46.5897002046486	593.111164670147	434.285840881874	79.5764357211656	596.6125203183631	546.44167268458	533.842895934819	50.14147442215821	556.292829668706	829.300531334328	104.301387968746	175.41627870605	52.618736012191704	400.468851381988	104.452012452959	70.9471693442977	266.4056787247269	429.04354208696196	495.980896414618	328.243178161941	182.996779944624	241.452988556513	1175.11386928197	736.9535158018608	538.187246611788	420.130358493055	1068.00364612816	592.260494973405	747.211261669752	483.705994260384	255.50208977595298	305.262624563098	17.5618980704104	621.4037780766121	238.759802972595	502.1431968656929	255.889661022689	232.321846577089	388.136922238654	345.649049581192	557.02944101515	310.49295092962	219.485704491909	59.23688444639689	158.703294186485	78.476065392468	793.494464878647	211.05571376900295	25.177145741037602	338.125374247499	216.817866939915	514.596176140863	410.202790496311	94.7256766103327	229.818808857979	889.243228898022	363.3325090886271	24.734160672787	801.681644436096	3.2435691663561403	532.6165185669271	342.942516294857	739.169265209745	60.688759469451	695.5004496838341	251.34865887175098	166.502219576453	231.002624338597	350.178232148187	89.3563234688177	243.756698410029	620.58310197578	55.75126028128899	160.90097224074302	138.43814734042
NM_11	469.97202440525496	497.311757116228	759.2300923746782	34.8137097879641	367.87425748557604	84.5926944805122	203.368789313728	397.554824055203	61.411764829158706	156.990765989772	475.1656871102391	405.47875787642	357.014346710405	296.57364315922797	509.71596564443	782.80267829248	367.717557534374	481.17630201585405	69.1537326390202	173.683811406337	592.129366418952	38.8506875950912	803.2064315281419	771.136755309864	440.543561932046	25.0097369409378	364.6654490095609	583.877455785623	374.93492828343904	534.625331176518	714.077704992921	134.456778203281	553.21456178623	410.13996592700204	930.873275270227	64.7642504460486	344.909249454043	388.41783620817597	126.816401858689	448.335068259937	364.101582917089	39.4455321396324	361.77704422232	271.133256252828	361.028959839642	27.2056672500144	463.26558815075	387.608419210023	1090.44624437807	635.104871205523	938.128676545723	326.888069180534	1081.62551338487	609.80358807522	21.0742776844925	455.696103922849	161.3241911977	214.39821888647597	7.69592965481772	408.46511060657014	380.847965952482	162.022991991184	411.90068935606797	348.42248754886396	189.806819922248	541.717015734441	58.9302673265991	99.4767026101707	360.96218794479597	794.025820449872	299.608034318347	594.41552658519	398.874173691093	356.258891174444	368.95010193365	343.076969774602	152.02300089052602	359.418794059002	236.222374330067	187.272930808245	646.7347719820599	767.9150001348172	639.411912455826	522.896451523784	1234.6269248612	541.141438602605	32.4206646911443	581.243773640925	174.60630990982	428.034274509754	525.858865506315	29.7854411562726	218.220282386121	600.1925143394329	628.072791606396	441.4669891630429	109.49637437726601
NM_29	159.358330114425	350.750638423892	46.261331793439204	374.44078971943605	589.542079303808	120.54458963473	339.129723734957	444.510118234952	593.9061813857879	593.869109728985	3.87363331883347	304.467265189891	46.7607148498035	317.866109847583	200.22131806272597	672.7210516576	10.855130849723198	107.150602113832	49.595101185559905	611.474449435712	293.39141293219	637.287594761584	793.888491487212	299.784025688643	51.313312611403	43.1986365343471	559.4017602153469	196.23595980385502	48.33145559903711	576.9525498445739	629.116618279882	249.96327223026	302.056819557489	692.4766430824541	674.476525247184	115.268482445261	502.131289031675	685.822636994878	780.057723663157	450.650051400694	329.698283743821	652.260049308922	393.82256329096396	330.493791645459	103.35338850311301	459.295676514949	237.251918459953	15.9291131182201	1239.62351509808	607.382039525917	223.834210544243	117.061268017353	358.91960230431505	686.299659478739	404.626131542257	184.764056681446	314.044425531522	509.901027154348	376.459225614833	143.957617778247	24.600227465830198	506.77191383909104	115.01905214475	571.589296029529	465.199260463983	110.747218747612	326.742076266292	524.463282094733	424.23429560178596	245.28096465046295	378.91604340261597	412.348017374998	384.144699034849	194.816953561624	373.017268411659	516.133494351172	623.793909757371	144.942728939325	268.84355935660096	414.8272089978849	81.80424943225471	382.741161630025	199.986279002141	459.8822789183689	334.768688953689	952.054914177012	511.78334976735	46.005781311347285	407.414723122914	313.578223084068	139.006561748013	400.37174391454806	402.392010073698	488.487555983793	605.4238421171231	149.581305851947	327.04203448364
NM_12	887.724934987704	180.711282271133	183.68469976806702	692.406005782841	427.614521521695	296.074430681793	128.673014150241	486.456847702194	38.86820558807511	321.117475888169	207.23938255759103	408.344332137031	267.20408485602	285.166964576181	472.386567361549	23.647164240085306	148.579603505586	260.866652809844	420.510576249395	4.4763868919159	254.62899391153599	490.063936506502	203.131092892268	270.26682931314605	432.40852456682296	985.6109967178661	248.69191335516004	95.40086661233549	230.67285626813202	619.2797685126291	150.704784764795	351.03145450386705	540.698395229981	571.355879213991	531.927585868701	398.68634907613404	365.58204358535795	283.07203930300597	622.221482500904	81.0244099264946	88.87518953094299	326.130024654461	716.807663377558	465.258250374675	579.062135585935	546.51384505176	283.453607844259	258.184375124484	323.437445366378	309.151577518032	118.500464405776	275.351661877296	632.671841349979	391.861950680289	32.313892449555205	406.812340047489	1040.00328592117	219.33501997925597	158.407885394998	34.526420524051105	276.980338874533	676.896055429834	492.594684054479	298.1437994721921	286.43574642812	154.531002903644	491.2800503861029	485.225249398499	59.123116990958	608.068623993939	929.0366778442868	260.730823294037	584.4655543597702	376.439133376046	235.314631941935	384.974865198403	9.992122124259948	373.129592742452	530.9379080180561	383.026145275731	402.28442661979403	131.364551237424	87.0688561641975	225.39684816552503	212.912886174546	992.5140871566459	485.53804977928	160.459188476163	656.431317002742	411.31010261193705	390.99292474654	346.342339026425	623.707615614233	259.758355541291	739.575312168974	367.8891576358689	448.115118046168
NM_3	279.102160087412	187.825899683382	454.449553500255	450.257313257668	110.833910909116	599.198252570295	417.096846715823	246.67181209094502	595.460909609311	24.5793623519339	619.781331013355	631.859124464669	363.69444883180495	709.495407865538	416.05311177102	199.777766855893	635.025154708807	180.25334935037202	47.499533529832	328.566797866627	204.505176212415	144.497294213322	565.598960484434	261.042705445803	235.91608359145096	663.894835159439	119.07443232965299	92.98565479936501	545.559612443677	102.23651278284201	158.796316832703	418.7110408478	78.43464375249721	793.549832241654	782.58411014496	254.303662301916	330.22068520284597	88.1464831247336	770.021893300239	487.689781652806	711.0015162475439	85.2305248017057	769.9357607808348	590.396676337519	850.8957053475481	658.537180787114	144.224192537498	607.2974376321421	1273.94748889206	788.000488347594	529.9604102591629	393.149164284696	603.471602518442	526.812567212912	459.4192535219369	126.766370727629	379.649596618586	205.935131298852	495.104807793273	136.935294959796	181.312787618526	22.503193332108804	269.180713658132	276.091743298214	445.873475162808	423.243246841647	140.615786393172	349.82640417910005	433.569524600359	974.278808425561	1221.09156844032	456.1203453732669	276.324944551141	655.08170839048	284.70165346061196	330.932652260457	621.652740730744	307.513627614514	823.403704807664	603.513520416004	705.441350986384	535.999804740353	282.293557094859	167.835825112501	1100.71944927973	695.392035587459	121.96345288573299	905.528427274568	311.639110092211	467.231552395262	167.39939138165002	490.420752061418	116.848449079093	699.485810655558	506.11690974107694	679.988530926958	153.873759587435
NM_16	578.011570245543	324.426553998569	790.5245227055341	232.091398586427	104.545462063209	53.57537317099111	458.53391906929	482.70042416781405	190.45420738156798	205.35660803712503	157.527754965894	694.185364632952	362.952215262761	431.932895678055	156.7834727881	387.32424186346606	352.11330693789597	209.29416674571	310.144013047727	402.874820272431	155.717993651937	222.88026041394403	598.2117506276879	95.00847583363159	451.181687717336	433.123171568059	69.4600855256307	437.757141100907	363.950506556386	522.903947545364	756.55824834944	101.97057675819299	295.38153072749003	453.576377797072	565.4122360582779	136.658510115515	438.480843943153	33.6819894866868	411.46904487962996	207.57682162121003	210.720207436268	299.36341355971	541.400611633402	746.819708791074	145.827383778365	444.8926762061181	410.19608007418196	176.54767039360596	1239.62351509808	402.401102258526	387.320962363322	417.444899156222	65.7005373709594	93.0942755759803	25.9916091442075	126.766370727629	423.744875545958	602.994990618213	419.428166187566	124.061036459302	541.205004248264	464.46591037472604	265.56754971641203	391.644517649862	378.923433226597	239.52305450064802	546.1260417593742	170.215691132959	637.907314902441	104.95743603647699	633.205215387095	383.16646537615196	529.671908638541	717.950924480088	307.942604763519	577.462297797605	357.57522744673105	248.753061828301	356.58329839348295	358.99867490787994	379.186756191863	96.4961826990953	653.6966466702639	241.150391316878	34.8159436511836	206.088912365011	251.646111650311	369.1683427178849	495.0862458202501	89.8924239507663	253.760914850629	594.323453769346	560.253490948765	695.939621501411	230.84506210221198	694.5423877125529	188.60388714322
